index,section,text,is_burden,part
1140,REG Maintenance of accessible elements,"The notice required by subsection  may be given by posting the information at a conspicuous place on premises owned or operated by the provider, by posting it on the provider’s website, if any, or by such other method as is reasonable in the circumstances.  ",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1141,REG Maintenance of accessible elements,Format of documents 80.51  ,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1142,REG Maintenance of accessible elements,"If a provider is required by this Part to give a copy of a document to a person with a disability, the provider shall, on request, provide or arrange for the provision of the document, or the information contained in the document, to the person in an accessible format or with communication support, in a timely manner that takes into account the person’s accessibility needs due to disability; and at a cost that is no more than the regular cost charged to other persons.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1143,REG Maintenance of accessible elements,The provider shall consult with the person making the request in determining the suitability of an accessible format or communication support.  ,1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1144,REG Maintenance of accessible elements,Part V   Compliance,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1145,REG Definition,"In this Part, “corporation” means any corporation with or without share capital wherever or however incorporated and includes a corporation with or without share capital that is incorporated or continued otherwise than by or under the authority of an Act of the Legislature.",0,COMPLIANCE
1146,REG Amount of administrative penalty,"For the purposes of paragraph 3 of subsection 21 , paragraph 2 of subsection 21 , subsection 21  and paragraph 2 of subsection 33  of the Act, a director shall determine the amount of the administrative penalty according to the following rules: The director shall determine whether, in his or her opinion, the severity of the impact of the contravention is of a minor, moderate or major nature.",1,COMPLIANCE
1147,REG Amount of administrative penalty,The director shall determine the contravention history of the person or organization over the current two reporting cycles period.,1,COMPLIANCE
1148,REG Amount of administrative penalty,The director shall determine whether the person or organization is a corporation or an individual or unincorporated organization.,1,COMPLIANCE
1149,REG Amount of administrative penalty,"Based on the determinations made in accordance with paragraphs 1, 2 and 3, and subject to paragraph 5, the director shall determine the amount of administrative penalty using Schedule 2, in the case of an individual or unincorporated organization, or Schedule 3, in the case of a corporation.",1,COMPLIANCE
1150,REG Amount of administrative penalty,"In cases where the impact of the contravention is determined to be major and the contravention history of the person or organization is determined to be major, the director may treat the penalty determined in accordance with Schedule 2 or 3 as a daily penalty to a maximum of,  $100,000, in the case of a corporation, and  $50,000, in the case of an individual or unincorporated organization.    ",0,COMPLIANCE
1151,REG Amount of administrative penalty,"For the purposes of paragraph 1 of subsection , the severity of the impact of the contravention shall be determined by ranking the contravention as minor, moderate or major in the following manner: A contravention is minor where it involves the contravention of an administrative requirement.",0,COMPLIANCE
1152,REG Amount of administrative penalty,A contravention is moderate where it involves the contravention of a requirement for organizational preparedness.,1,COMPLIANCE
1153,REG Amount of administrative penalty,"A contravention is major where it involves the contravention of a priority requirement that includes, but is not limited to, a contravention that may pose a health or safety risk to persons with disabilities.    ",0,COMPLIANCE
1154,REG Amount of administrative penalty,"For the purposes of paragraph 2 of subsection , the contravention history of the person or organization shall be determined by ranking it as minor, moderate or major in the following manner: A contravention history is minor where there has been no more than one previous contravention within the current two reporting cycles period.",0,COMPLIANCE
1155,REG Amount of administrative penalty,A contravention history is moderate where there has been between two and five previous contraventions within the current two reporting cycles period.,0,COMPLIANCE
1156,REG Amount of administrative penalty,A contravention history is major where there has been six or more previous contraventions within the current two reporting cycles period.    ,0,COMPLIANCE
1157,REG Amount of administrative penalty,"For purposes of this section and subject to subsection , the current two reporting cycles period is determined as follows:",0,COMPLIANCE
1158,REG Amount of administrative penalty,A reporting cycle corresponds to the cycle within which a person or organization must file an accessibility report under subsection 14  of the Act and begins on the first day the person or organization must file the report and ends on the last day before the next report must be filed.,0,COMPLIANCE
1159,REG Amount of administrative penalty,"Subject to paragraph 3, the current two reporting cycles period refers to the period that begins on the first day of a reporting cycle (“the first reporting cycle”) and ends on the last day of the next reporting cycle (“the second reporting cycle”).",0,COMPLIANCE
1160,REG Amount of administrative penalty,"The first reporting cycle in a current two reporting cycles period commences as an odd reporting cycle, as in the first reporting cycle, the third reporting cycle and the fifth reporting cycle, and the second reporting cycle in a current two reporting cycles period commences as an even reporting cycle.    ",0,COMPLIANCE
1161,REG Amount of administrative penalty,"For purposes of determining contravention history in the current two reporting cycles period, on the first day of the first reporting cycle the contravention history of the person or organization is deemed to be zero and on the first day of every odd reporting cycle after that the contravention history of the person or organization is deemed to be zero.    ",0,COMPLIANCE
1162,REG Amount of administrative penalty,"If a person or organization filed an accessibility report before July 1, 2011, the two reporting cycles period is calculated from the first day that the person or organization was required to file an accessibility report.    ",0,COMPLIANCE
1163,REG Amount of administrative penalty,"For persons or organizations that are exempted from the reporting requirements of subsection 14  of the Act, the two reporting cycles period consists of the 12-month period that begins at the earliest of the following and ends at the end of each 12-month period:",0,COMPLIANCE
1164,REG Amount of administrative penalty,The first day that a director requests reports or information from the person or organization under section 17 of the Act.,0,COMPLIANCE
1165,REG Amount of administrative penalty,"The first day that an inspector requires a person or organization to produce a document, record or thing under subsection 19  of the Act.",0,COMPLIANCE
1166,REG Amount of administrative penalty,The first day that the person or organization receives or is deemed to have received a notice of order under subsection 22  of the Act.    ,0,COMPLIANCE
1167,REG Amount of administrative penalty,"For persons or organizations to which subsection  applies, their contravention history is deemed to be zero at the end of each 12-month period.",0,COMPLIANCE
1168,REG Review of order,"For purposes of the review of an order under section 25 of the Act, the following apply: If a person or organization seeks a review, the person or organization must provide a written submission requesting the review, including an explanation as to why the review is sought, within 30 days after the order was made.",1,COMPLIANCE
1169,REG Review of order,The director who reviews the order must be a director other than the director who made the order.,0,COMPLIANCE
1170,REG Review of order,"If the director reviewing the order decides to vary it, the director may reduce the amount of the administrative penalty but shall not increase the amount of the penalty.",0,COMPLIANCE
1171,REG Review of order,"If the director reviewing the order finds that the amount of the administrative penalty is excessive or punitive in the circumstances, the director shall reduce the amount of the penalty.",0,COMPLIANCE
1172,REG Payment of penalty,"The person or organization that has been ordered to pay an administrative penalty shall pay the penalty within 30 days after the order was made, unless a longer period is specified in the order.    ",1,COMPLIANCE
1173,REG Payment of penalty,"Where a person or organization that has been ordered to pay an administrative penalty seeks a review of the order under section 25 of the Act or appeals the order under section 27 of the Act, the person or organization shall pay the penalty within 30 days after the order is dealt with in the review or appeal, unless a different period is specified in the order after the review or appeal.    ",0,COMPLIANCE
1174,REG Payment of penalty,"For the purposes of subsection , where a person or organization both seeks a review of the order and appeals the order, the administrative penalty shall be paid within 30 days after the order of the Tribunal, unless the order of the Tribunal specifies a different period.",1,COMPLIANCE
1175,REG Designation of tribunal,The Licence Appeal Tribunal is designated as the tribunal for the purposes of section 26 of the Act.,0,COMPLIANCE
1176,REG Accessibility reports,"86.1  Subject to subsections 33  and  of the Act, organizations shall file the accessibility report required under subsection 14  of the Act with a director according to the following schedule: Annually, in the case of the Government of Ontario and the Legislative Assembly.",1,COMPLIANCE
1177,REG Accessibility reports,"Every two years, in the case of designated public sector organizations.",0,COMPLIANCE
1178,REG Accessibility reports,"Every three years, in the case of large organizations.   ",0,COMPLIANCE
1179,REG Accessibility reports,"The reporting schedule referred to in subsection  begins to apply as of January 1, 2013, with the first report being due, as of December 31, 2013, in the case of the Government of Ontario and the Legislative Assembly; as of December 31, 2013, in the case of designated public sector organizations; and as of December 31, 2014, in the case of large organizations.  ",0,COMPLIANCE
1180,REG Accessibility reports,Note:,0,COMPLIANCE
1181,REG Accessibility reports,"On July 1, 2016, section 86.1 of the Regulation is revoked and the following substituted: (See: O. Reg. 165/16, s. 18)",0,COMPLIANCE
1182,REG Accessibility reports,"Accessibility reports 86.1  A small organization is exempt from the requirement to file accessibility reports under section 14 of the Act, with respect to all the accessibility standards in this Regulation, if the organization has fewer than 20 employees; with respect to all the accessibility standards in this Regulation, other than the accessibility standards for customer service in Part IV.2, if the organization has at least 20 but fewer than 50 employees.   ",0,COMPLIANCE
